tokenId,tickLower,tickUpper,liquidity
1002240,197290,198520,0
100227,198740,198760,0
1002319,196830,198430,0
1002377,197260,198140,0
1002407,197020,198680,0
1002415,190760,203880,0
1002536,196930,198290,0
1002554,354160,355190,0
1002559,196820,198340,0
1002580,193380,203190,0
1002584,193380,200820,0
1002603,197040,198260,0
1002618,196770,198860,0
1002628,-887270,887270,390209251738
100263,198710,198720,0
1002639,197190,198180,0
1002662,-887270,887270,0
1002667,-887270,887270,0
1002671,-887270,887270,0
1002722,196340,198710,0
100280,196770,200560,0
1002822,197480,198160,0
1002860,197470,197670,0
1002878,-20,-10,0
1002916,-887270,887270,0
1002945,196880,198770,0
100297,198610,198620,0
1003000,197130,197960,0
1003011,197180,197890,0
1003024,195560,197740,0
1003027,-887270,887270,0
1003029,195560,197750,0
100307,198550,198560,0
1003096,-887270,887270,0
100311,198250,198480,0
1003144,197160,197840,0
1003152,195370,197760,0
1003160,195530,197750,0
1003169,195660,198530,0
1003171,195640,198520,0
1003176,195640,198520,0
1003207,197310,197680,0
100321,198440,198460,746755412055405
1003211,197310,197680,0
100325,197110,200060,0
1003269,193560,198340,0
1003272,196030,199300,0
1003282,197670,198480,0
1003284,195930,197640,0
100330,198390,198400,0
1003362,197640,198090,0
1003393,197210,198110,0
1003395,197040,198310,0
1003397,197100,198100,0
100341,197950,198770,0
1003448,193890,201360,0
1003454,-887270,887270,0
100346,196260,200310,0
1003464,196730,198530,0
100349,196630,200100,0
1003511,191160,200340,0
1003538,197140,198140,1186096134686
100358,198240,198250,0
1003624,197310,197680,0
1003627,197310,197680,0
1003659,196640,198690,0
100368,198270,198280,0
1003715,197640,197840,0
1003720,194720,199410,0
100373,198340,198350,0
1003750,197460,198170,0
1003763,196990,198890,0
1003793,196740,198690,0
1003803,193380,198490,0
1003814,197860,198560,0
100382,195550,201320,0
1003831,198140,198850,0
1003849,198420,198490,0
1003859,196130,200190,0
1003862,198300,198500,0
1003899,197660,198380,0
1003904,197250,198420,0
